文件夹,名称,经纬度[经度 + 纬度],线条宽度,线条颜色,线条不透明度,闭合,线型,轨迹风格,轨迹类别,显示级别,叠放层次,对象ID,所属区域,Comment
/道路,道路122-124,"113.54457841,25.98497103;113.54304513,25.98624152;113.54295905,25.98629440;113.54288373,25.98628940;113.54250178,25.98608586;113.54239957,25.98604219;113.54226507,25.98604670;113.54201221,25.98609921;113.54188846,25.98617130;113.54123205,25.98685499;113.54036581,25.98729931;113.54013177,25.98729875;113.54005914,25.98730341;113.53935161,25.98746097;113.53924131,25.98756203;113.53901799,25.98787997;113.53896150,25.98790155;113.53888617,25.98789414;113.53878125,25.98782633;113.53858758,25.98753392;113.53835085,25.98726553;113.53788544,25.98701105;113.53751151,25.98669648;113.53739314,25.98663588;113.53732319,25.98662605;113.53715908,25.98664254;113.53689809,25.98683251;113.53666133,25.98700081;113.53625775,25.98716146;113.53590527,25.98747424;113.53510072,25.98863275;113.53503076,25.98872666;113.53477783,25.98891180",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,534575728,无,
/道路,道路124-125,"113.53477514,25.98889491;113.53528900,25.98941010;113.53592392,25.98994731;113.53609879,25.99015042;113.53631669,25.99047184;113.53640815,25.99063131;113.53643505,25.99075201;113.53639199,25.99094491;113.53631664,25.99114740;113.53633009,25.99126565;113.53646729,25.99136250;113.53676054,25.99148627;113.53727438,25.99182531;113.53743579,25.99200665;113.53753533,25.99207204;113.53762948,25.99208915;113.53784203,25.99201970;113.53801421,25.99201530;113.53817293,25.99209772;113.53853342,25.99235674",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1129240600,无,
/道路,道路124-126,"113.53477514,25.98889491;113.53456663,25.98880149;113.53444152,25.98876619;113.53419667,25.98877281;113.53392221,25.98891325;113.53363295,25.98913569;113.53320107,25.98957007;113.53307998,25.98968798;113.53290238,25.98976473;113.53269116,25.98981002;113.53242208,25.98984070;113.53228754,25.98988136;113.53187987,25.99009020;113.53167671,25.99023685;113.53164979,25.99032002;113.53164440,25.99044425;113.53175872,25.99098740;113.53182462,25.99139773;113.53185689,25.99157876;113.53171828,25.99205489;113.53172095,25.99232754;113.53188641,25.99261145;113.53209089,25.99293769;113.53222944,25.99315759;113.53225231,25.99326742;113.53220252,25.99339516;113.53161856,25.99414758;113.53146113,25.99441980;113.53134136,25.99474157;113.53122429,25.99511279;113.53116508,25.99529962",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,959766948,无,
/道路,道路126-127,"113.53116911,25.99528877;113.53014658,25.99524506;113.52844053,25.99490999;113.52824409,25.99489257;113.52800997,25.99493537;113.52756592,25.99512476;113.52724300,25.99511665;113.52650294,25.99503744;113.52539956,25.99497893;113.52499858,25.99489337;113.52434463,25.99459241;113.52412664,25.99452184;113.52397323,25.99449728;113.52375255,25.99450874;113.52353901,25.99462076",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,479532113,无,
/道路,道路127-128,"113.52353901,25.99462076;113.52332732,25.99449789;113.52329233,25.99447609;113.52325467,25.99434329;113.52325469,25.99409480;113.52306362,25.99387953;113.52299366,25.99366221;113.52289948,25.99348100;113.52271917,25.99333091;113.52263036,25.99323898;113.52246889,25.99310825;113.52229666,25.99289304;113.52193066,25.99255183;113.52168575,25.99249323;113.52159155,25.99243265;113.52143548,25.99192555;113.52132247,25.99167432;113.52128748,25.99160667;113.52110447,25.99154343",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1815471405,无,
/道路,道路127-129,"113.52353901,25.99462076;113.52339417,25.99577315",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,891541795,无,
/道路,道路129-130,"113.52338643,25.99579362;113.52250640,25.99536413;113.52222651,25.99522341;113.52192239,25.99513088;113.52108536,25.99512128",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,945401253,无,
/道路,道路130-132,"113.52108536,25.99512128;113.52113657,25.99427702;113.52113659,25.99393443;113.52111507,25.99381856;113.52109354,25.99367857;113.52099666,25.99351906;113.52091593,25.99338373;113.52022156,25.99301021;113.51924458,25.99257315;113.51793923,25.99198071;113.51651273,25.99133241",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1135126780,无,
/道路,道路132-133,"113.51651273,25.99133241;113.51708611,25.99039072;113.51756796,25.98979136;113.51757065,25.98973346;113.51750607,25.98961023;113.51749261,25.98948955",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,949763855,无,
/道路,道路132-134,"113.51651542,25.99132518;113.51588291,25.99104830;113.51503238,25.99069357;113.51433794,25.99037065;113.51379424,25.99006506",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,585119937,无,
/道路,道路134-135,"113.51379424,25.99006506;113.51347396,25.98961295",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1256018969,无,
/道路,道路135-136,"113.51347396,25.98961295;113.51316178,25.98883513;113.51289264,25.98832526;113.51279306,25.98816090;113.51250241,25.98736626;113.51238669,25.98702572;113.51236518,25.98669510;113.51209337,25.98586190;113.51190766,25.98556459;113.51160083,25.98523554;113.51119170,25.98493997;113.51101406,25.98477296;113.51090640,25.98458685;113.51084988,25.98442985;113.51083105,25.98425849;113.51085798,25.98413069;113.51100874,25.98388021;113.51098722,25.98364369;113.51093340,25.98343362;113.51046509,25.98263599;113.50999677,25.98191075;113.50991872,25.98182123;113.50978682,25.98177500;113.50939650,25.98179797;113.50922961,25.98171543;113.50889853,25.98152383;113.50870474,25.98132781;113.50859438,25.98125991;113.50837634,25.98125203;113.50800755,25.98130884;113.50792411,25.98129169;113.50781375,25.98121174;113.50741538,25.98082449;113.50679090,25.98036659;113.50666709,25.98022868;113.50648676,25.97985656;113.50648677,25.97973832;113.50653793,25.97953097;113.50651373,25.97917861;113.50657027,25.97902435;113.50678026,25.97870407;113.50679104,25.97855691;113.50732947,25.97782017;113.50733217,25.97776951;113.50715185,25.97726708;113.50708187,25.97708830;113.50707112,25.97692420;113.50677505,25.97652035;113.50680203,25.97645108",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,131844991,无,
/道路,道路136-137,"113.50680203,25.97645108;113.50694467,25.97602861",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,405878884,无,
/道路,道路136-138,"113.50680203,25.97645108;113.50659471,25.97628816;113.50658937,25.97570180",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,428746893,无,
/道路,道路135-139,"113.51347396,25.98961295;113.51335821,25.98964156;113.51326400,25.98965455;113.51299213,25.98970682;113.51287369,25.98969924;113.51273642,25.98962766;113.51252648,25.98946901;113.51231520,25.98918851;113.51214427,25.98904204;113.51197606,25.98885697;113.51187244,25.98863590",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1302328499,无,
/道路,道路134-140,"113.51379424,25.99006506;113.51364078,25.99045667;113.51350887,25.99058173;113.51305126,25.99093264;113.51282918,25.99111414;113.51251554,25.99172844;113.51232574,25.99209822;113.51216690,25.99241019;113.51172004,25.99292637;113.51144007,25.99323678;113.51083304,25.99366442;113.51053962,25.99386500;113.51032561,25.99394278;113.51003086,25.99396964;113.50918024,25.99395023;113.50843326,25.99395523;113.50821791,25.99398716;113.50735381,25.99422342;113.50713038,25.99425411;113.50657181,25.99432000;113.50591096,25.99439401;113.50560946,25.99443653;113.50490148,25.99463706;113.50452057,25.99475293;113.50425004,25.99481484;113.50362956,25.99475989;113.50297946,25.99476879;113.50250569,25.99486025;113.50203460,25.99493603;113.50164428,25.99484318;113.50138586,25.99483757;113.50113012,25.99491400;113.50052173,25.99521736;113.50042482,25.99523517;113.50034406,25.99522889;113.50002239,25.99517966;113.49983126,25.99510430;113.49885280,25.99458264;113.49799951,25.99416751;113.49779762,25.99410056;113.49722425,25.99405782;113.49680837,25.99396006;113.49657687,25.99397746;113.49571276,25.99417752",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,835161581,无,
/道路,道路140-141,"113.49571276,25.99417752;113.49576928,25.99437311;113.49578541,25.99456134;113.49570997,25.99557198;113.49558875,25.99668863;113.49542718,25.99752771;113.49549445,25.99770885;113.49569901,25.99804963;113.49596009,25.99847019",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,119370113,无,
/道路,道路141-142,"113.49596009,25.99847019;113.49611888,25.99876620",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,723119003,无,
/道路,道路141-143,"113.49596009,25.99847019;113.49601393,25.99847759;113.49627769,25.99889816;113.49725749,25.99957178",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1506342986,无,
/道路,道路130-131,"113.52108536,25.99512128;113.52070587,25.99510572;113.52065205,25.99505732;113.52047982,25.99463704;113.52046367,25.99458874;113.52039908,25.99454996;113.52025375,25.99453024;113.52010303,25.99449121;113.51935483,25.99392452;113.51866583,25.99361857",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,768831363,无,
/道路,道路129-144,"113.52338643,25.99579362;113.52333797,25.99603474;113.52296383,25.99682742;113.52282117,25.99695489;113.52254394,25.99716642;113.52235823,25.99731065;113.52186026,25.99822842;113.52170413,25.99859709;113.52153185,25.99900431;113.52132995,25.99942834;113.52105001,25.99987627;113.52087501,26.00068878;113.52067584,26.00083779;113.51976339,26.00125495;113.51957498,26.00125200;113.51941619,26.00113576",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1706061210,无,
/道路,道路144-145,"113.51942427,26.00111889;113.51918211,26.00010013;113.51910675,26.00009510;113.51898293,26.00029256;113.51878365,26.00159954;113.51879439,26.00193249;113.51882667,26.00228962;113.51856825,26.00278584;113.51815371,26.00326713;113.51802990,26.00330537;113.51757233,26.00326545;113.51731394,26.00325024;113.51600043,26.00326089;113.51585508,26.00326047;113.51570972,26.00340480;113.51566125,26.00364589;113.51577967,26.00377168;113.51638257,26.00416907;113.51652791,26.00428046;113.51638254,26.00454057;113.51594108,26.00496869;113.51548887,26.00512177;113.51538659,26.00517454;113.51530582,26.00536730;113.51526812,26.00567115;113.51497200,26.00607556;113.51477816,26.00662018;113.51465967,26.00730493;113.51445507,26.00779645;113.51433660,26.00829303;113.51394358,26.00859583;113.51299204,26.00886804",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1592977414,无,
/道路,道路145-146,"113.51297992,26.00890660;113.51292604,26.00960600;113.51300138,26.00997772;113.51318439,26.01033044;113.51351810,26.01108646;113.51356924,26.01124100;113.51366612,26.01159830;113.51369839,26.01193128;113.51369568,26.01220626;113.51359603,26.01289345;113.51346677,26.01370115;113.51340753,26.01387707;113.51329447,26.01398770;113.51304145,26.01397972;113.51293647,26.01407831;113.51292569,26.01428572;113.51299296,26.01452473;113.51320288,26.01504879;113.51322709,26.01525872;113.51314893,26.01655381;113.51313006,26.01690834",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1453049398,无,
/道路,道路145-147,"113.51297992,26.00890660;113.51277534,26.00894459;113.51232849,26.00929547;113.51163934,26.01005088;113.51145625,26.01073543;113.51155311,26.01127123;113.51156387,26.01147389;113.51142387,26.01166163;113.51071000,26.01194877",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,610193681,无,
/道路,道路147-148,"113.51071000,26.01194877;113.51068900,26.01185002;113.51069170,26.01173906;113.51076709,26.01159697;113.51088284,26.01148634;113.51094207,26.01139727;113.51084788,26.01108822;113.51064197,26.01088981;113.51060429,26.01078356;113.51066891,26.01068002;113.51090310,26.01056010;113.51090714,26.01048172;113.51087486,26.01025366;113.51074433,26.01006873;113.51064338,26.00996350;113.51062052,26.00990192;113.51061514,26.00978611;113.51072417,26.00964050;113.51095164,26.00942406;113.51132580,26.00932989;113.51144694,26.00923135;113.51156943,26.00899651;113.51158560,26.00880357;113.51147660,26.00861389;113.51134202,26.00853268;113.51103112,26.00843044;113.51084271,26.00828031;113.51052509,26.00814308;113.51047260,26.00807417;113.51049145,26.00799945;113.51058702,26.00782967;113.51060455,26.00738223;113.51058707,26.00720969;113.51045787,26.00700306",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1616662035,无,
/道路,道路148-149,"113.51045910,26.00699980;113.51042288,26.00695832;113.51062754,26.00595058",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1790612254,无,
/道路,道路148-150,"113.51045910,26.00699980;113.50990875,26.00691458;113.50861399,26.00691072;113.50731651,26.00687066;113.50725461,26.00681740;113.50721424,26.00668218",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,38922651,无,
/道路,道路144-151,"113.51942427,26.00111889;113.51932736,26.00137916;113.51933272,26.00174103;113.51944574,26.00204533;113.51969063,26.00244167;113.52002434,26.00285997;113.52021812,26.00300527;113.52046574,26.00305904;113.52075640,26.00311294;113.52119238,26.00364008;113.52131347,26.00394921;113.52142920,26.00404604;113.52158260,26.00407060;113.52204284,26.00403570;113.52222047,26.00407481;113.52234156,26.00419576;113.52266181,26.00458747;113.52272101,26.00474926;113.52274248,26.00545133;113.52302770,26.00633022;113.52339904,26.00721417;113.52356318,26.00762231;113.52361161,26.00787574;113.52364118,26.00821113;113.52361692,26.00873453;113.52331006,26.00937776;113.52323468,26.00974904;113.52324543,26.00992758;113.52333960,26.01017872;113.52347146,26.01040826;113.52387242,26.01101003",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,217066054,无,
/道路,道路151-152,"113.52387242,26.01101003;113.52507815,26.01042839",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1474586603,无,
/道路,道路151-153,"113.52387242,26.01101003;113.52402716,26.01124082;113.52467973,26.01193494;113.52514663,26.01251758;113.52522600,26.01263841;113.52527848,26.01279052;113.52532150,26.01326584;113.52537394,26.01371586;113.52552596,26.01417701;113.52556900,26.01438217;113.52560800,26.01480440;113.52560392,26.01531938;113.52559314,26.01548218;113.52564022,26.01569096;113.52580974,26.01607496;113.52587969,26.01630188;113.52592137,26.01671327;113.52598728,26.01712472;113.52605050,26.01748550",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1740632332,无,
/道路,道路153-154,"113.52605453,26.01747104;113.52789531,26.01673793",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1773247854,无,
/道路,道路153-155,"113.52605453,26.01747104;113.52610024,26.01801630",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,982059764,无,
/道路,道路155-156,"113.52610024,26.01801630;113.52574768,26.01818418;113.52529284,26.01861470;113.52496181,26.01880193;113.52438049,26.01894746;113.52407367,26.01906480;113.52336047,26.01916171;113.52319361,26.01919743;113.52300251,26.01931750;113.52277642,26.01952671;113.52259878,26.01976501;113.52246149,26.02003718;113.52237804,26.02038670;113.52218425,26.02046575;113.52208736,26.02047513;113.52196358,26.02025046",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,977018057,无,
/道路,道路155-157,"113.52610024,26.01801630;113.52642851,26.01876013;113.52666528,26.01930831;113.52682404,26.01961749;113.52755056,26.02062047;113.52840623,26.02174920;113.52915965,26.02261713;113.52955518,26.02330319",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1885204378,无,
/道路,道路157-158,"113.52955518,26.02330319;113.52978928,26.02345336;113.53016541,26.02356925",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1643416431,无,
/道路,道路158-159,"113.53016541,26.02356925;113.53102640,26.02347887",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,733909299,无,
/道路,道路158-160,"113.53016541,26.02356925;113.53030862,26.02359945;113.53057501,26.02360016",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,33520118,无,
/道路,道路157-161,"113.52955518,26.02330319;113.52973410,26.02353160;113.52998029,26.02407856",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2017431205,无,
/道路,道路161-162,"113.52998029,26.02407856;113.53022781,26.02455438;113.53048611,26.02498439;113.53072012,26.02625611;113.53079006,26.02659998;113.53089767,26.02682578",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,845550139,无,
/道路,道路161-163,"113.52998029,26.02407856;113.53015788,26.02415139;113.53039198,26.02416890;113.53121002,26.02410593;113.53162979,26.02406843;113.53233748,26.02390867;113.53254735,26.02392610;113.53276261,26.02399178;113.53323616,26.02420525;113.53362360,26.02440644;113.53377427,26.02445988;113.53395455,26.02446517;113.53432316,26.02445646;113.53447114,26.02449543;113.53510072,26.02478887;113.53536439,26.02487395;113.53557156,26.02487447;113.53573568,26.02483629;113.53596438,26.02470179;113.53605856,26.02466585;113.53614734,26.02464919;113.53641368,26.02483557;113.53651860,26.02487683;113.53737146,26.02487653;113.53774398,26.02481777",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,94522135,无,
/道路,道路163-164,"113.53774398,26.02481777;113.53772393,26.02441671;113.53775354,26.02436612",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1480850305,无,
/道路,道路164-165,"113.53775354,26.02436612;113.53772664,26.02430334;113.53774010,26.02423343;113.53776969,26.02415391;113.53792305,26.02402644;113.53832123,26.02380069;113.53854185,26.02363480;113.53864140,26.02350961;113.53872750,26.02336993;113.53888623,26.02330036;113.53898308,26.02325719;113.53907187,26.02313438;113.53914452,26.02292954;113.53916066,26.02287169;113.53948620,26.02259027;113.53954539,26.02250840;113.53951854,26.02190533;113.53955351,26.02185959;113.53970953,26.02188166;113.54002968,26.02173771;113.54014804,26.02173558;113.54042780,26.02187372;113.54059727,26.02199714;113.54083937,26.02211590;113.54133703,26.02219666;113.54160468,26.02224190",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1957449618,无,
/道路,道路164-166,"113.53775354,26.02436612;113.53804409,26.02445125;113.53828082,26.02453624;113.53859289,26.02473478;113.53874891,26.02485093;113.53879463,26.02500782;113.53874889,26.02518138",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,698785197,无,
/道路,道路163-166,"113.53774398,26.02481777;113.53798218,26.02482254;113.53814897,26.02484707;113.53834267,26.02493919;113.53874889,26.02518138",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1168398303,无,
/道路,道路166-167,"113.53874889,26.02518138;113.53893987,26.02539408;113.53898829,26.02550757;113.53923843,26.02624863;113.53954772,26.02730579;113.53968489,26.02768479",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,398617140,无,
/道路,道路167-168,"113.53968220,26.02767875;113.54035204,26.02780939",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1986718479,无,
/道路,道路126-188,"113.53116911,25.99528877;113.53155119,25.99544900;113.53267589,25.99615156;113.53316559,25.99630241;113.53390821,25.99629465;113.53405351,25.99632881;113.53419341,25.99641601;113.53425257,25.99682629;113.53441398,25.99713551;113.53439781,25.99760350;113.53475291,25.99827508;113.53482820,25.99888323;113.53507571,25.99938082;113.53603344,26.00053638;113.53629172,26.00061905;113.53644508,26.00058325",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,938292724,无,
/道路,道路188-189,"113.53644508,26.00058325;113.53666028,26.00100355",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,656748874,无,
/道路,道路187-188,"113.53644508,26.00058325;113.53685941,26.00046123",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,945098990,无,
/道路,道路187-190,"113.53686749,26.00045643;113.53692262,26.00070626;113.53694817,26.00094395;113.53698983,26.00139397;113.53701000,26.00156531;113.53713238,26.00205051",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1144014441,无,
/道路,道路190-191,"113.53714043,26.00204359;113.53704492,26.00222037;113.53685389,26.00237188;113.53637229,26.00256850;113.53550054,26.00303675;113.53495702,26.00338518;113.53483055,26.00360198;113.53485740,26.00431853",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,652808490,无,
/道路,道路190-192,"113.53713238,26.00205051;113.53745924,26.00214419;113.53762604,26.00224351;113.53855144,26.00321556;113.53878817,26.00345737;113.53887962,26.00359751;113.53902486,26.00411170;113.53907327,26.00418177;113.53918357,26.00423029;113.53934229,26.00424032;113.53984535,26.00422705;113.54001753,26.00425882;113.54025962,26.00444032;113.54050305,26.00476898",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1900197468,无,
/道路,道路190-191,"113.54050305,26.00476898;113.54080565,26.00534625;113.54085137,26.00546336;113.54099929,26.00590397;113.54109476,26.00634323;113.54144711,26.00691337;113.54182771,26.00736174;113.54259294,26.00815716",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,2093862673,无,
/道路,道路193-194,"113.54259160,26.00814630;113.54237370,26.00840633;113.54219615,26.00861338;113.54193251,26.00887812;113.54158816,26.00937667;113.54108509,26.00974216",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1952341531,无,
/道路,道路193-195,"113.54259160,26.00814630;113.54275030,26.00820456;113.54311075,26.00824881;113.54367292,26.00833692;113.54385851,26.00840007;113.54407906,26.00850429;113.54419202,26.00858656;113.54471918,26.00919805;113.54493432,26.00960380;113.54539690,26.01008004;113.54556903,26.01033611;113.54564970,26.01059200;113.54569809,26.01085744;113.54566849,26.01108655;113.54555550,26.01133717;113.54507132,26.01197535;113.54476195,26.01265732;113.54474580,26.01280443;113.54476191,26.01317595;113.54475384,26.01325311;113.54466238,26.01334940;113.54440684,26.01349356;113.54419704,26.01349792;113.54414863,26.01346403;113.54404240,26.01317071",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,374274959,无,
/道路,道路192-196,"113.54050305,26.00476898;113.54070885,26.00476947;113.54097248,26.00470495;113.54130875,26.00458513;113.54157506,26.00443859;113.54179835,26.00438121;113.54212114,26.00434818;113.54269141,26.00431331;113.54372162,26.00455207;113.54381037,26.00461017;113.54432677,26.00515411;113.54462262,26.00542255;113.54512558,26.00566972;113.54553707,26.00599871;113.54592706,26.00616844;113.54617717,26.00630407;113.54640846,26.00649515;113.54698130,26.00690649;113.54727981,26.00724967;113.54740890,26.00735368;113.54800864,26.00745869;113.54892837,26.00776699;113.54950922,26.00817105;113.54984803,26.00868314;113.55031053,26.00930164;113.55039386,26.00964918;113.55044757,26.01063349;113.55053897,26.01115473;113.55109822,26.01233302;113.55158755,26.01335194;113.55165609,26.01374889",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1313366858,无,
/道路,道路185-187,"113.53686749,26.00045643;113.53815889,26.00010255;113.53829878,26.00010289;113.53867004,26.00017134;113.53924577,25.99985428;113.54005284,25.99963908;113.54054247,25.99927355;113.54091911,25.99898252;113.54153245,25.99878372;113.54194133,25.99880397;113.54278327,25.99900132;113.54322170,25.99918567;113.54363055,25.99925656;113.54415776,25.99925293;113.54556179,25.99910889;113.54692542,25.99896952;113.54754400,25.99891776;113.54828090,25.99887589;113.54922755,25.99873553;113.54937815,25.99866106;113.54960407,25.99843234;113.55002631,25.99804479;113.55111005,25.99779849;113.55150266,25.99771725;113.55173122,25.99773942;113.55230664,25.99807830",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1001034422,无,
/道路,道路183-185,"113.55230664,25.99807589;113.55268307,25.99831064",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1978802266,无,
/道路,道路185-186,"113.55230664,25.99807589;113.55231743,25.99757652;113.55231475,25.99749931;113.55239811,25.99739332;113.55274768,25.99729992;113.55284985,25.99730735;113.55365651,25.99735716;113.55375868,25.99733805;113.55383667,25.99726099;113.55423195,25.99670686;113.55464070,25.99596939",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1726513205,无,
/道路,道路183-184,"113.55268307,25.99831064;113.55269112,25.99846023;113.55234151,25.99929186;113.55138682,26.00046968;113.55106409,26.00102631;113.55106675,26.00143402;113.55120385,26.00194332;113.55122803,26.00227870;113.55109622,26.00282365;113.55120646,26.00313747;113.55117956,26.00322427;113.55070087,26.00365996;113.55069817,26.00381193;113.55073312,26.00390608;113.55092941,26.00416943",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1013784508,无,
/道路,道路182-183,"113.55268307,25.99831064;113.55311866,25.99853826;113.55375858,25.99866976;113.55431247,25.99872388;113.55504377,25.99900992;113.55568902,25.99935852;113.55694185,25.99957790;113.55832366,25.99967682;113.55926456,25.99946131;113.55988822,25.99925971;113.56029682,25.99909151;113.56099572,25.99889482;113.56178598,25.99873686;113.56221066,25.99875201;113.56362977,25.99900028;113.56400603,25.99911181;113.56419416,25.99929062;113.56479607,26.00055565;113.56500567,26.00084544;113.56522067,26.00090365;113.56642999,26.00103565;113.56669334,26.00104566;113.56707495,26.00091591;113.56816599,26.00018881;113.56922470,25.99993929;113.57000393,25.99971831",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,862341138,无,
/道路,道路26-182,"113.57000393,25.99971831;113.57065419,25.99914976;113.57106797,25.99896209;113.57216419,25.99818895",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1565884852,无,
/道路,道路168-169,"113.54035204,26.02780939;113.54052695,26.02719235;113.54089558,26.02628318",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1121531513,无,
/道路,道路168-170,"113.54035637,26.02780399;113.54115099,26.02793668;113.54158946,26.02803901;113.54222429,26.02806942;113.54235072,26.02803353;113.54254979,26.02793269;113.54315502,26.02771942;113.54354506,26.02757318;113.54365805,26.02747937;113.54373337,26.02735171;113.54380601,26.02712997;113.54390288,26.02666952;113.54401318,26.02637069;113.54418535,26.02611300;113.54449201,26.02563853;113.54457809,26.02558566;113.54469913,26.02555699;113.54560285,26.02567476;113.54589603,26.02558616;113.54600093,26.02557192;113.54606010,26.02559134;113.54615961,26.02563015;113.54679699,26.02607774;113.54714395,26.02607607",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,343090566,无,
/道路,道路170-171,"113.54714395,26.02607607;113.54721386,26.02629571;113.54724074,26.02650561;113.54717615,26.02699750;113.54682109,26.02749359;113.54675653,26.02774912;113.54679416,26.02803621;113.54692592,26.02841275;113.54693129,26.02862260;113.54686673,26.02875993;113.54633955,26.02920017;113.54618622,26.02941690",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1163379466,无,
/道路,道路170-172,"113.54714395,26.02607607;113.54717623,26.02592901;113.54726230,26.02582066;113.54827355,26.02554544;113.54842953,26.02554095;113.54859089,26.02556781;113.54914486,26.02582463;113.54936269,26.02585886;113.55004306,26.02595914;113.55030392,26.02599585;113.55063735,26.02615330",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1582420559,无,
/道路,道路172-173,"113.55063735,26.02615330;113.55077721,26.02584967;113.55088478,26.02573412;113.55091706,26.02559911;113.55101393,26.02478166;113.55107851,26.02422704;113.55033375,26.02255885;113.55033644,26.02249373;113.55048974,26.02229143;113.55055697,26.02218544;113.55057718,26.02170428",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1732072072,无,
/道路,道路172-174,"113.55063735,26.02615330;113.55059162,26.02631963;113.55058354,26.02654031;113.55065345,26.02662969;113.55079731,26.02671802;113.55091295,26.02669534;113.55104606,26.02661721;113.55119262,26.02662716;113.55203562,26.02673616;113.55282078,26.02679076;113.55338276,26.02679545;113.55375919,26.02678894;113.55423241,26.02686341;113.55486829,26.02697192;113.55563319,26.02709876;113.55615476,26.02719136;113.55664407,26.02726943",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1803037013,无,
/道路,道路174-175,"113.55664407,26.02726943;113.55662928,26.02732969;113.55671664,26.02742754;113.55894516,26.02910045;113.55986983,26.02974478",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1187393691,无,
/道路,道路174-176,"113.55664407,26.02726943;113.55686050,26.02714439;113.55699224,26.02701439;113.55731489,26.02655669;113.55748025,26.02622655",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1044170207,无,
/道路,道路176-177,"113.55748428,26.02622173;113.55777330,26.02596416;113.55793192,26.02586072;113.55809591,26.02581518;113.55848571,26.02587616;113.55938356,26.02612128;113.55948839,26.02618900;113.55991308,26.02656115",6,0XFAFFFFFF,100,0,0,4,无,1-0,0,1388455595,无,
